year,name,code,flag,region,currency,value,rank,color,source
2014,United Kingdom,GBR,🇬🇧,Europe,GBP,0.607730,38,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Colombia,COL,🇨🇴,Americas,COP,2741.78,1,#FACC15,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,South Korea,KOR,🇰🇷,Asia,KRW,1130.95,2,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Chile,CHL,🇨🇱,Americas,CLP,654.1241,3,#EF4444,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Costa Rica,CRI,🇨🇷,Americas,CRC,534.5658,4,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Hungary,HUN,🇭🇺,Europe,HUF,279.3325,5,#EC4899,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Iceland,ISL,🇮🇸,Europe,ISK,131.9187,6,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Japan,JPN,🇯🇵,Asia,JPY,121.0440,7,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Czechia,CZE,🇨🇿,Europe,CZK,24.5987,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Mexico,MEX,🇲🇽,Americas,MXN,15.8483,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Sweden,SWE,🇸🇪,Europe,SEK,8.434841,10,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Norway,NOR,🇳🇴,Europe,NOK,8.064167,11,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Denmark,DNK,🇩🇰,Europe,DKK,6.727907,12,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Israel,ISR,🇮🇱,Middle East,ILS,3.886833,13,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Poland,POL,🇵🇱,Europe,PLN,3.769500,14,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,2.720009,15,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,New Zealand,NZL,🇳🇿,Oceania,NZD,1.433975,16,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Australia,AUS,🇦🇺,Oceania,AUD,1.331090,17,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Canada,CAN,🇨🇦,Americas,CAD,1.278786,18,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,United States,USA,🇺🇸,Americas,USD,1.000000,19,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Switzerland,CHE,🇨🇭,Europe,CHF,0.962381,20,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Austria,AUT,🇦🇹,Europe,EUR,0.901296,21,#F43F5E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Belgium,BEL,🇧🇪,Europe,EUR,0.901296,22,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Estonia,EST,🇪🇪,Europe,EUR,0.901296,23,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Finland,FIN,🇫🇮,Europe,EUR,0.901296,24,#84CC16,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,France,FRA,🇫🇷,Europe,EUR,0.901296,25,#3B82F6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Germany,DEU,🇩🇪,Europe,EUR,0.901296,26,#EAB308,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Greece,GRC,🇬🇷,Europe,EUR,0.901296,27,#06B6D4,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Ireland,IRL,🇮🇪,Europe,EUR,0.901296,28,#10B981,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Italy,ITA,🇮🇹,Europe,EUR,0.901296,29,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Latvia,LVA,🇱🇻,Europe,EUR,0.901296,30,#DC2626,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Lithuania,LTU,🇱🇹,Europe,EUR,0.901296,31,#F59E0B,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Luxembourg,LUX,🇱🇺,Europe,EUR,0.901296,32,#A3E635,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Netherlands,NLD,🇳🇱,Europe,EUR,0.901296,33,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Portugal,PRT,🇵🇹,Europe,EUR,0.901296,34,#16A34A,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Slovak Republic,SVK,🇸🇰,Europe,EUR,0.901296,35,#2563EB,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Slovenia,SVN,🇸🇮,Europe,EUR,0.901296,36,#65A30D,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,Spain,ESP,🇪🇸,Europe,EUR,0.901296,37,#FBBF24,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2015,United Kingdom,GBR,🇬🇧,Europe,GBP,0.654545,38,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Colombia,COL,🇨🇴,Americas,COP,3055.26,1,#FACC15,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,South Korea,KOR,🇰🇷,Asia,KRW,1160.77,2,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Chile,CHL,🇨🇱,Americas,CLP,676.9577,3,#EF4444,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Costa Rica,CRI,🇨🇷,Americas,CRC,544.7394,4,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Hungary,HUN,🇭🇺,Europe,HUF,281.5233,5,#EC4899,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Iceland,ISL,🇮🇸,Europe,ISK,120.8115,6,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Japan,JPN,🇯🇵,Asia,JPY,108.7929,7,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Czechia,CZE,🇨🇿,Europe,CZK,24.4399,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Mexico,MEX,🇲🇽,Americas,MXN,18.6641,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Sweden,SWE,🇸🇪,Europe,SEK,8.561992,10,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Norway,NOR,🇳🇴,Europe,NOK,8.400000,11,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Denmark,DNK,🇩🇰,Europe,DKK,6.731718,12,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Poland,POL,🇵🇱,Europe,PLN,3.942783,13,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Israel,ISR,🇮🇱,Middle East,ILS,3.840567,14,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,3.020135,15,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,New Zealand,NZL,🇳🇿,Oceania,NZD,1.436525,16,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Australia,AUS,🇦🇺,Oceania,AUD,1.345214,17,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Canada,CAN,🇨🇦,Americas,CAD,1.325615,18,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,United States,USA,🇺🇸,Americas,USD,1.000000,19,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Switzerland,CHE,🇨🇭,Europe,CHF,0.985394,20,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Austria,AUT,🇦🇹,Europe,EUR,0.903421,21,#F43F5E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Belgium,BEL,🇧🇪,Europe,EUR,0.903421,22,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Estonia,EST,🇪🇪,Europe,EUR,0.903421,23,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Finland,FIN,🇫🇮,Europe,EUR,0.903421,24,#84CC16,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,France,FRA,🇫🇷,Europe,EUR,0.903421,25,#3B82F6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Germany,DEU,🇩🇪,Europe,EUR,0.903421,26,#EAB308,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Greece,GRC,🇬🇷,Europe,EUR,0.903421,27,#06B6D4,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Ireland,IRL,🇮🇪,Europe,EUR,0.903421,28,#10B981,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Italy,ITA,🇮🇹,Europe,EUR,0.903421,29,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Latvia,LVA,🇱🇻,Europe,EUR,0.903421,30,#DC2626,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Lithuania,LTU,🇱🇹,Europe,EUR,0.903421,31,#F59E0B,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Luxembourg,LUX,🇱🇺,Europe,EUR,0.903421,32,#A3E635,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Netherlands,NLD,🇳🇱,Europe,EUR,0.903421,33,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Portugal,PRT,🇵🇹,Europe,EUR,0.903421,34,#16A34A,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Slovak Republic,SVK,🇸🇰,Europe,EUR,0.903421,35,#2563EB,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Slovenia,SVN,🇸🇮,Europe,EUR,0.903421,36,#65A30D,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,Spain,ESP,🇪🇸,Europe,EUR,0.903421,37,#FBBF24,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2016,United Kingdom,GBR,🇬🇧,Europe,GBP,0.740634,38,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Colombia,COL,🇨🇴,Americas,COP,2951.49,1,#FACC15,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,South Korea,KOR,🇰🇷,Asia,KRW,1131.00,2,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Chile,CHL,🇨🇱,Americas,CLP,648.8338,3,#EF4444,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Costa Rica,CRI,🇨🇷,Americas,CRC,567.5131,4,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Hungary,HUN,🇭🇺,Europe,HUF,274.4333,5,#EC4899,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Japan,JPN,🇯🇵,Asia,JPY,112.1661,6,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Iceland,ISL,🇮🇸,Europe,ISK,106.8396,7,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Czechia,CZE,🇨🇿,Europe,CZK,23.3763,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Mexico,MEX,🇲🇽,Americas,MXN,18.9265,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Sweden,SWE,🇸🇪,Europe,SEK,8.548861,10,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Norway,NOR,🇳🇴,Europe,NOK,8.271667,11,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Denmark,DNK,🇩🇰,Europe,DKK,6.602893,12,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Poland,POL,🇵🇱,Europe,PLN,3.779333,13,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,3.648133,14,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Israel,ISR,🇮🇱,Middle East,ILS,3.599556,15,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,New Zealand,NZL,🇳🇿,Oceania,NZD,1.407408,16,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Australia,AUS,🇦🇺,Oceania,AUD,1.304758,17,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Canada,CAN,🇨🇦,Americas,CAD,1.297936,18,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,United States,USA,🇺🇸,Americas,USD,1.000000,19,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Switzerland,CHE,🇨🇭,Europe,CHF,0.984692,20,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Austria,AUT,🇦🇹,Europe,EUR,0.885206,21,#F43F5E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Belgium,BEL,🇧🇪,Europe,EUR,0.885206,22,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Estonia,EST,🇪🇪,Europe,EUR,0.885206,23,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Finland,FIN,🇫🇮,Europe,EUR,0.885206,24,#84CC16,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,France,FRA,🇫🇷,Europe,EUR,0.885206,25,#3B82F6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Germany,DEU,🇩🇪,Europe,EUR,0.885206,26,#EAB308,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Greece,GRC,🇬🇷,Europe,EUR,0.885206,27,#06B6D4,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Ireland,IRL,🇮🇪,Europe,EUR,0.885206,28,#10B981,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Italy,ITA,🇮🇹,Europe,EUR,0.885206,29,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Latvia,LVA,🇱🇻,Europe,EUR,0.885206,30,#DC2626,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Lithuania,LTU,🇱🇹,Europe,EUR,0.885206,31,#F59E0B,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Luxembourg,LUX,🇱🇺,Europe,EUR,0.885206,32,#A3E635,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Netherlands,NLD,🇳🇱,Europe,EUR,0.885206,33,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Portugal,PRT,🇵🇹,Europe,EUR,0.885206,34,#16A34A,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Slovak Republic,SVK,🇸🇰,Europe,EUR,0.885206,35,#2563EB,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Slovenia,SVN,🇸🇮,Europe,EUR,0.885206,36,#65A30D,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,Spain,ESP,🇪🇸,Europe,EUR,0.885206,37,#FBBF24,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2017,United Kingdom,GBR,🇬🇧,Europe,GBP,0.776977,38,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Colombia,COL,🇨🇴,Americas,COP,2955.70,1,#FACC15,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,South Korea,KOR,🇰🇷,Asia,KRW,1100.16,2,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Chile,CHL,🇨🇱,Americas,CLP,641.2768,3,#EF4444,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Costa Rica,CRI,🇨🇷,Americas,CRC,576.9725,4,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Hungary,HUN,🇭🇺,Europe,HUF,270.2117,5,#EC4899,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Japan,JPN,🇯🇵,Asia,JPY,110.4232,6,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Iceland,ISL,🇮🇸,Europe,ISK,108.3002,7,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Czechia,CZE,🇨🇿,Europe,CZK,21.7299,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Mexico,MEX,🇲🇽,Americas,MXN,19.2443,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Sweden,SWE,🇸🇪,Europe,SEK,8.692518,10,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Norway,NOR,🇳🇴,Europe,NOK,8.132500,11,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Denmark,DNK,🇩🇰,Europe,DKK,6.314619,12,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,4.828370,13,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Poland,POL,🇵🇱,Europe,PLN,3.611717,14,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Israel,ISR,🇮🇱,Middle East,ILS,3.590558,15,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,New Zealand,NZL,🇳🇿,Oceania,NZD,1.445258,16,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Australia,AUS,🇦🇺,Oceania,AUD,1.338412,17,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Canada,CAN,🇨🇦,Americas,CAD,1.295818,18,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,United States,USA,🇺🇸,Americas,USD,1.000000,19,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Switzerland,CHE,🇨🇭,Europe,CHF,0.977892,20,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Austria,AUT,🇦🇹,Europe,EUR,0.846773,21,#F43F5E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Belgium,BEL,🇧🇪,Europe,EUR,0.846773,22,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Estonia,EST,🇪🇪,Europe,EUR,0.846773,23,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Finland,FIN,🇫🇮,Europe,EUR,0.846773,24,#84CC16,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,France,FRA,🇫🇷,Europe,EUR,0.846773,25,#3B82F6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Germany,DEU,🇩🇪,Europe,EUR,0.846773,26,#EAB308,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Greece,GRC,🇬🇷,Europe,EUR,0.846773,27,#06B6D4,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Ireland,IRL,🇮🇪,Europe,EUR,0.846773,28,#10B981,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Italy,ITA,🇮🇹,Europe,EUR,0.846773,29,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Latvia,LVA,🇱🇻,Europe,EUR,0.846773,30,#DC2626,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Lithuania,LTU,🇱🇹,Europe,EUR,0.846773,31,#F59E0B,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Luxembourg,LUX,🇱🇺,Europe,EUR,0.846773,32,#A3E635,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Netherlands,NLD,🇳🇱,Europe,EUR,0.846773,33,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Portugal,PRT,🇵🇹,Europe,EUR,0.846773,34,#16A34A,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Slovak Republic,SVK,🇸🇰,Europe,EUR,0.846773,35,#2563EB,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Slovenia,SVN,🇸🇮,Europe,EUR,0.846773,36,#65A30D,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,Spain,ESP,🇪🇸,Europe,EUR,0.846773,37,#FBBF24,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2018,United Kingdom,GBR,🇬🇧,Europe,GBP,0.749532,38,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Colombia,COL,🇨🇴,Americas,COP,3281.62,1,#FACC15,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,South Korea,KOR,🇰🇷,Asia,KRW,1165.36,2,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Chile,CHL,🇨🇱,Americas,CLP,702.8974,3,#EF4444,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Costa Rica,CRI,🇨🇷,Americas,CRC,587.2946,4,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Hungary,HUN,🇭🇺,Europe,HUF,290.6600,5,#EC4899,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Iceland,ISL,🇮🇸,Europe,ISK,122.6068,6,#0EA5E9,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Japan,JPN,🇯🇵,Asia,JPY,109.0097,7,#FB7185,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Czechia,CZE,🇨🇿,Europe,CZK,22.9322,8,#818CF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Mexico,MEX,🇲🇽,Americas,MXN,19.2636,9,#2DD4BF,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Sweden,SWE,🇸🇪,Europe,SEK,9.458349,10,#FDE047,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Norway,NOR,🇳🇴,Europe,NOK,8.800000,11,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Denmark,DNK,🇩🇰,Europe,DKK,6.669447,12,#14B8A6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Turkiye,TUR,🇹🇷,Europe/Asia,TRY,5.673819,13,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Poland,POL,🇵🇱,Europe,PLN,3.839375,14,#E11D48,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Israel,ISR,🇮🇱,Middle East,ILS,3.564527,15,#6366F1,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,New Zealand,NZL,🇳🇿,Oceania,NZD,1.517875,16,#7DD3FC,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Australia,AUS,🇦🇺,Oceania,AUD,1.438507,17,#38BDF8,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Canada,CAN,🇨🇦,Americas,CAD,1.326793,18,#60A5FA,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,United States,USA,🇺🇸,Americas,USD,1.000000,19,#22D3EE,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Switzerland,CHE,🇨🇭,Europe,CHF,0.993709,20,#F87171,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Austria,AUT,🇦🇹,Europe,EUR,0.893276,21,#F43F5E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Belgium,BEL,🇧🇪,Europe,EUR,0.893276,22,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Estonia,EST,🇪🇪,Europe,EUR,0.893276,23,#A855F7,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Finland,FIN,🇫🇮,Europe,EUR,0.893276,24,#84CC16,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,France,FRA,🇫🇷,Europe,EUR,0.893276,25,#3B82F6,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Germany,DEU,🇩🇪,Europe,EUR,0.893276,26,#EAB308,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Greece,GRC,🇬🇷,Europe,EUR,0.893276,27,#06B6D4,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Ireland,IRL,🇮🇪,Europe,EUR,0.893276,28,#10B981,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Italy,ITA,🇮🇹,Europe,EUR,0.893276,29,#22C55E,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Latvia,LVA,🇱🇻,Europe,EUR,0.893276,30,#DC2626,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Lithuania,LTU,🇱🇹,Europe,EUR,0.893276,31,#F59E0B,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Luxembourg,LUX,🇱🇺,Europe,EUR,0.893276,32,#A3E635,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Netherlands,NLD,🇳🇱,Europe,EUR,0.893276,33,#F97316,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Portugal,PRT,🇵🇹,Europe,EUR,0.893276,34,#16A34A,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Slovak Republic,SVK,🇸🇰,Europe,EUR,0.893276,35,#2563EB,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Slovenia,SVN,🇸🇮,Europe,EUR,0.893276,36,#65A30D,"World Bank PA.NUS.FCRF, annual average official exchange rate"
2019,Spain,ESP,🇪🇸,Europe,EUR,0.893276,37,#FBBF24,"World Bank PA.NUS.FCRF, annual average official exchange rate"
