year,date,name,code,region,value,color,platform_scope,metric_context,source_type,confidence,source_url,notes
2025,2025-01-01,Goose Goose Duck,GGOOSE,Steam,32212,#FACC15,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1568590,Highest observed concurrent-player peak within the year
2026,2026-01-01,Goose Goose Duck,GGOOSE,Steam,33338,#FACC15,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1568590,2026 year-to-date as of 2026-06-21
2021,2021-12-01,NARAKA: BLADEPOINT,NARAKA,Steam,186707,#A855F7,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,Highest observed concurrent-player peak within the year
2022,2022-11-01,NARAKA: BLADEPOINT,NARAKA,Steam,166259,#A855F7,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,Highest observed concurrent-player peak within the year
2023,2023-10-01,NARAKA: BLADEPOINT,NARAKA,Steam,295419,#A855F7,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,Highest observed concurrent-player peak within the year
2024,2024-07-01,NARAKA: BLADEPOINT,NARAKA,Steam,385770,#A855F7,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,Highest observed concurrent-player peak within the year
2025,2025-01-01,NARAKA: BLADEPOINT,NARAKA,Steam,239741,#A855F7,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,Highest observed concurrent-player peak within the year
2026,2026-01-01,NARAKA: BLADEPOINT,NARAKA,Steam,116200,#A855F7,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1203220,2026 year-to-date as of 2026-06-21
2024,2024-02-01,HELLDIVERS 2,HELLDIVERS2,Steam,458208,#FDE047,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/553850,Highest observed concurrent-player peak within the year
2025,2025-09-01,HELLDIVERS 2,HELLDIVERS2,Steam,177327,#FDE047,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/553850,Highest observed concurrent-player peak within the year
2026,2026-02-01,HELLDIVERS 2,HELLDIVERS2,Steam,171120,#FDE047,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/553850,2026 year-to-date as of 2026-06-21
2024,2024-07-01,Once Human,ONCEHUMAN,Steam,231343,#10B981,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2139460,Highest observed concurrent-player peak within the year
2025,2025-05-01,Once Human,ONCEHUMAN,Steam,58733,#10B981,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2139460,Highest observed concurrent-player peak within the year
2026,2026-01-01,Once Human,ONCEHUMAN,Steam,24093,#10B981,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2139460,2026 year-to-date as of 2026-06-21
2024,2024-07-01,The First Descendant,FIRSTDESC,Steam,264860,#EC4899,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2074920,Highest observed concurrent-player peak within the year
2025,2025-03-01,The First Descendant,FIRSTDESC,Steam,23272,#EC4899,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2074920,Highest observed concurrent-player peak within the year
2026,2026-02-01,The First Descendant,FIRSTDESC,Steam,13925,#EC4899,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/2074920,2026 year-to-date as of 2026-06-21
2022,2022-11-01,Call of Duty,COD,Steam,488897,#9CA3AF,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1938090,Highest observed concurrent-player peak within the year
2023,2023-11-01,Call of Duty,COD,Steam,190273,#9CA3AF,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1938090,Highest observed concurrent-player peak within the year
2024,2024-11-01,Call of Duty,COD,Steam,313313,#9CA3AF,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1938090,Highest observed concurrent-player peak within the year
2025,2025-04-01,Call of Duty,COD,Steam,138335,#9CA3AF,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1938090,Highest observed concurrent-player peak within the year
2026,2026-02-01,Call of Duty,COD,Steam,65904,#9CA3AF,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1938090,2026 year-to-date as of 2026-06-21
2022,2022-05-01,V Rising,VRISING,Steam,150645,#DC2626,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1604030,Highest observed concurrent-player peak within the year
2023,2023-05-01,V Rising,VRISING,Steam,77285,#DC2626,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1604030,Highest observed concurrent-player peak within the year
2024,2024-05-01,V Rising,VRISING,Steam,132519,#DC2626,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1604030,Highest observed concurrent-player peak within the year
2025,2025-05-01,V Rising,VRISING,Steam,76601,#DC2626,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1604030,Highest observed concurrent-player peak within the year
2026,2026-05-01,V Rising,VRISING,Steam,21343,#DC2626,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/1604030,2026 year-to-date as of 2026-06-21
2015,2015-11-01,War Thunder,WARTHUNDER,Steam,35236,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2016,2016-09-01,War Thunder,WARTHUNDER,Steam,24737,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2017,2017-11-01,War Thunder,WARTHUNDER,Steam,22828,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2018,2018-03-01,War Thunder,WARTHUNDER,Steam,27595,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2019,2019-04-01,War Thunder,WARTHUNDER,Steam,25719,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2020,2020-11-01,War Thunder,WARTHUNDER,Steam,55865,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2021,2021-04-01,War Thunder,WARTHUNDER,Steam,63379,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2022,2022-11-01,War Thunder,WARTHUNDER,Steam,88331,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2023,2023-11-01,War Thunder,WARTHUNDER,Steam,114806,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2024,2024-02-01,War Thunder,WARTHUNDER,Steam,121180,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2025,2025-12-01,War Thunder,WARTHUNDER,Steam,119540,#64748B,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,Highest observed concurrent-player peak within the year
2026,2026-04-01,War Thunder,WARTHUNDER,Steam,125317,#64748B,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/236390,2026 year-to-date as of 2026-06-21
2012,2012-12-01,Garry's Mod,GMOD,Steam,22009,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2013,2013-12-01,Garry's Mod,GMOD,Steam,53559,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2014,2014-06-01,Garry's Mod,GMOD,Steam,68101,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2015,2015-01-01,Garry's Mod,GMOD,Steam,73750,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2016,2016-01-01,Garry's Mod,GMOD,Steam,69854,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2017,2017-01-01,Garry's Mod,GMOD,Steam,68016,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2018,2018-01-01,Garry's Mod,GMOD,Steam,60078,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2019,2019-01-01,Garry's Mod,GMOD,Steam,53218,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2020,2020-03-01,Garry's Mod,GMOD,Steam,61933,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2021,2021-01-01,Garry's Mod,GMOD,Steam,46668,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2022,2022-01-01,Garry's Mod,GMOD,Steam,45812,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2023,2023-01-01,Garry's Mod,GMOD,Steam,45181,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2024,2024-03-01,Garry's Mod,GMOD,Steam,38902,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2025,2025-01-01,Garry's Mod,GMOD,Steam,38212,#60A5FA,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,Highest observed concurrent-player peak within the year
2026,2026-05-01,Garry's Mod,GMOD,Steam,39188,#60A5FA,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/4000,2026 year-to-date as of 2026-06-21
2012,2012-07-01,Left 4 Dead 2,L4D2,Steam,42773,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2013,2013-09-01,Left 4 Dead 2,L4D2,Steam,47070,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2014,2014-11-01,Left 4 Dead 2,L4D2,Steam,49921,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2015,2015-11-01,Left 4 Dead 2,L4D2,Steam,33885,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2016,2016-12-01,Left 4 Dead 2,L4D2,Steam,33332,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2017,2017-07-01,Left 4 Dead 2,L4D2,Steam,42773,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2018,2018-01-01,Left 4 Dead 2,L4D2,Steam,28171,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2019,2019-05-01,Left 4 Dead 2,L4D2,Steam,26978,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2020,2020-09-01,Left 4 Dead 2,L4D2,Steam,100965,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2021,2021-08-01,Left 4 Dead 2,L4D2,Steam,49003,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2022,2022-11-01,Left 4 Dead 2,L4D2,Steam,84991,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2023,2023-03-01,Left 4 Dead 2,L4D2,Steam,85147,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2024,2024-11-01,Left 4 Dead 2,L4D2,Steam,71531,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2025,2025-06-01,Left 4 Dead 2,L4D2,Steam,52111,#16A34A,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,Highest observed concurrent-player peak within the year
2026,2026-05-01,Left 4 Dead 2,L4D2,Steam,42053,#16A34A,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/550,2026 year-to-date as of 2026-06-21
2013,2013-12-01,DayZ,DAYZ,Steam,45398,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2014,2014-01-01,DayZ,DAYZ,Steam,42545,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2015,2015-01-01,DayZ,DAYZ,Steam,29335,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2016,2016-06-01,DayZ,DAYZ,Steam,27880,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2017,2017-01-01,DayZ,DAYZ,Steam,12926,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2018,2018-12-01,DayZ,DAYZ,Steam,29324,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2019,2019-12-01,DayZ,DAYZ,Steam,24254,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2020,2020-02-01,DayZ,DAYZ,Steam,40545,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2021,2021-11-01,DayZ,DAYZ,Steam,45973,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2022,2022-04-01,DayZ,DAYZ,Steam,58240,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2023,2023-11-01,DayZ,DAYZ,Steam,69372,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2024,2024-10-01,DayZ,DAYZ,Steam,78739,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2025,2025-03-01,DayZ,DAYZ,Steam,75508,#78716C,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,Highest observed concurrent-player peak within the year
2026,2026-04-01,DayZ,DAYZ,Steam,74297,#78716C,Steam,year-to-date peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/221100,2026 year-to-date as of 2026-06-21
2009,2009-01-05,EVE Online,EVE,Global,45186,#14B8A6,Single-shard MMO,reported peak concurrent users,company_secondary,medium_high,https://www.wired.com/2009/01/eve-online-tops,EVE Online single-shard PCU record reported by Wired and CCP
2010,2010-09-30,World of Tanks,WOT,Global,53000,#10B981,PC MMO shooter,reported regional peak concurrent users,company_secondary,medium,https://en.wikipedia.org/wiki/World_of_Tanks,Wargaming press summary reports over 43k Russian plus 10k Western concurrent users
2011,2011-01-23,World of Tanks,WOT,Global,91311,#10B981,PC MMO shooter,reported peak concurrent users,guinness_secondary,medium_high,https://en.wikipedia.org/wiki/World_of_Tanks,Guinness single MMO server concurrent user record
2011,2011-01-23,EVE Online,EVE,Global,63170,#14B8A6,Single-shard MMO,reported peak concurrent users,company_secondary,medium_high,https://en.wikipedia.org/wiki/Eve_Online,EVE Online previous single-shard PCU record referenced in public history
2012,2012-07-01,Counter-Strike,CSTRIKE,Steam,61189,#FCD34D,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/10,Highest observed concurrent-player peak within the year
2012,2012-08-01,Counter-Strike: Source,CSS,Steam,48007,#FBBF24,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/240,Highest observed concurrent-player peak within the year
2012,2012-09-01,Borderlands 2,BORDERLANDS2,Steam,123596,#F97316,Steam co-op shooter,annual peak concurrent players,steamcharts_monthly_peak,medium_high,https://steamcharts.com/app/49520,Broader multiplayer candidate used for sparse early-year coverage
2012,2012-07-01,Terraria,TERRARIA,Steam,16097,#22C55E,Steam co-op/sandbox,annual peak concurrent players,steamcharts_monthly_peak,medium,https://steamcharts.com/app/105600,Broader multiplayer candidate used for sparse early-year coverage
2013,2013-12-31,World of Tanks,WOT,Global,1100000,#10B981,PC MMO shooter,reported peak concurrent users,company_secondary,medium,https://en.wikipedia.org/wiki/World_of_Tanks,Public history summary reports 1.1M peak concurrent players by December 2013
2013,2013-08-28,Guild Wars 2,GW2,Global,460000,#F43F5E,PC MMORPG,reported peak concurrent players,company_secondary,medium,https://en.wikipedia.org/wiki/Guild_Wars_2,Public history summary reports 460k peak concurrency by August 2013
2013,2013-05-05,EVE Online,EVE,Global,65303,#14B8A6,Single-shard MMO,reported peak concurrent users,company_secondary,medium_high,https://en.wikipedia.org/wiki/Eve_Online,EVE Online single-shard PCU record
2013,2013-01-01,Counter-Strike,CSTRIKE,Steam,65188,#FCD34D,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/10,Highest observed concurrent-player peak within the year
2013,2013-01-01,Counter-Strike: Source,CSS,Steam,48458,#FBBF24,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/240,Highest observed concurrent-player peak within the year
2014,2014-01-14,World of Tanks,WOT,Global,1114337,#10B981,PC MMO shooter,reported peak concurrent users,guinness_secondary,medium_high,https://en.wikipedia.org/wiki/World_of_Tanks,Guinness cluster concurrent user record
2014,2014-01-01,Counter-Strike,CSTRIKE,Steam,44491,#FCD34D,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/10,Highest observed concurrent-player peak within the year
2014,2014-01-01,Counter-Strike: Source,CSS,Steam,35222,#FBBF24,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/240,Highest observed concurrent-player peak within the year
2015,2015-01-01,Counter-Strike,CSTRIKE,Steam,37018,#FCD34D,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/10,Highest observed concurrent-player peak within the year
2015,2015-01-01,Counter-Strike: Source,CSS,Steam,24519,#FBBF24,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/240,Highest observed concurrent-player peak within the year
2016,2016-01-01,Counter-Strike,CSTRIKE,Steam,29670,#FCD34D,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/10,Highest observed concurrent-player peak within the year
2016,2016-01-01,Counter-Strike: Source,CSS,Steam,16142,#FBBF24,Steam,annual peak concurrent players,steamcharts_monthly_peak,high,https://steamcharts.com/app/240,Highest observed concurrent-player peak within the year
2012,2012-06-01,CrossFire,CROSSFIRE,Global,8000000,#E11D48,PC online shooter,reported peak concurrent players,company_secondary,medium,https://en.wikipedia.org/wiki/Smilegate,Smilegate public history summary cites more than 8M concurrent users worldwide
2012,2012-08-24,Dungeon Fighter Online,DFO,China/global,3000000,#7C3AED,PC action RPG,reported peak concurrent users,company_secondary,medium,https://en.wikipedia.org/wiki/Dungeon_Fighter_Online,Reported 3M concurrent users in China in August 2012
2013,2013-12-01,League of Legends,LOL,Global,6250000,#C89B3C,PC MOBA,estimated minimum peak concurrent players,estimated_min_peak_ccu,medium_low,https://pt.wikipedia.org/wiki/League_of_Legends,Minimum estimate interpolated between Riot-reported 2012 5M peak and 2014 7.5M peak
2015,2015-12-01,League of Legends,LOL,Global,7500000,#C89B3C,PC MOBA,estimated minimum peak concurrent players,estimated_min_peak_ccu,medium_low,https://pt.wikipedia.org/wiki/League_of_Legends,Minimum estimate held at the 2014 Riot-reported 7.5M peak because no 2015 LoL-only CCU disclosure was found
2016,2016-12-01,League of Legends,LOL,Global,9500000,#C89B3C,PC MOBA,estimated midpoint peak concurrent players,estimated_mid_peak_ccu,medium,user_provided_research,User midpoint estimate from 8.0-11.0M range; Riot 2016 LoL MAU exceeded 100M but PCU was not disclosed
2017,2017-12-01,League of Legends,LOL,Global,7500000,#C89B3C,PC MOBA,estimated midpoint peak concurrent players,estimated_mid_peak_ccu,low_medium,user_provided_research,User midpoint estimate from 6.0-9.0M range; unofficial 2017 MAU sources vary from 81M to 100M
2018,2018-12-01,League of Legends,LOL,Global,6500000,#C89B3C,PC MOBA,estimated midpoint peak concurrent players,estimated_mid_peak_ccu,low_medium,user_provided_research,User midpoint estimate from 5.5-7.5M range; unofficial MAU tables put 2018 near 75M
2019,2019-12-01,League of Legends,LOL,Global,8500000,#C89B3C,PC MOBA,estimated midpoint annual peak concurrent players,estimated_mid_peak_ccu,high,user_provided_research,User midpoint estimate from 8.0-9.5M range; Riot reported about 8M daily peak PCU in August 2019
2020,2020-12-01,League of Legends,LOL,Global,10500000,#C89B3C,PC MOBA,estimated midpoint peak concurrent players,estimated_mid_peak_ccu,medium,user_provided_research,User midpoint estimate from 9.5-11.5M range; unofficial MAU near 136M plus Riot 2020 playtime and daily-player milestones
2021,2021-12-01,League of Legends,LOL,Global,11800000,#C89B3C,PC MOBA,estimated midpoint peak concurrent players,estimated_mid_peak_ccu,medium,user_provided_research,User midpoint estimate from 10.5-13.0M range; 2021 Riot Runeterra 180M MAU was ecosystem-wide so adjusted downward
2022,2022-12-01,League of Legends,LOL,Global,13500000,#C89B3C,PC MOBA,estimated midpoint peak concurrent players,estimated_mid_peak_ccu,low_medium,user_provided_research,User midpoint estimate from 12.0-14.0M range; unofficial 2022 MAU near 152M and repeated 14M single-day peak claims
2023,2023-12-01,League of Legends,LOL,Global,12500000,#C89B3C,PC MOBA,estimated midpoint peak concurrent players,estimated_mid_peak_ccu,low_medium,user_provided_research,User midpoint estimate from 11.5-13.5M range; unofficial MAU near 151M to 152M with no Riot PCU disclosure
2024,2024-12-01,League of Legends,LOL,Global,10500000,#C89B3C,PC MOBA,estimated midpoint peak concurrent players,estimated_mid_peak_ccu,low,user_provided_research,User midpoint estimate from 9.5-12.0M range; unofficial MAU near 132M and daily traffic claims are not PCU
2025,2025-12-01,League of Legends,LOL,Global,10000000,#C89B3C,PC MOBA,estimated midpoint peak concurrent players,estimated_mid_peak_ccu,low,user_provided_research,User midpoint estimate from 8.5-11.5M range; unofficial MAU range near 117M to 135M with no Riot PCU disclosure
2026,2026-06-21,League of Legends,LOL,Global,9800000,#C89B3C,PC MOBA,estimated year-to-date midpoint peak concurrent players,estimated_mid_peak_ccu,low,user_provided_research,User 2026 YTD midpoint estimate from 8.5-11.5M range as of 2026-06-21; unofficial MAU near 120M to 135M
2025,2025-10-01,Battlefield 6,BATTLEFIELD6,Steam,747000,#6B7280,Steam FPS,launch peak concurrent players,steam_press_report,medium_high,https://www.tomshardware.com/video-games/pc-gaming/battlefield-6-peaks-at-747-000-concurrent-players-newly-launched-game-ranks-among-the-top-three-most-played-on-steam-today,Battlefield 6 launch peak on Steam
2025,2025-11-10,ARC Raiders,ARC_RAIDERS,Global,700000,#F97316,Cross-platform extraction shooter,reported cross-platform concurrent players,company_report,medium,https://en.wikipedia.org/wiki/ARC_Raiders,Developer reported over 700k concurrent players across all platforms by Nov 10 2025
2025,2025-11-29,Fortnite,FORTNITE,Global,10500000,#8B5CF6,Epic Games ecosystem,event concurrent players,press_report,medium,https://www.pcgamer.com/games/third-person-shooter/fortnites-latest-live-event-drew-in-10-5-million-players-to-see-godzilla-hatsune-miku-homer-simpson-and-countless-other-characters-fight-a-giant-squid-man/,Zero Hour live event drew 10.5M in-game players
2026,2026-05-15,Subnautica 2,SUBNAUTICA2,Global,651000,#06B6D4,Cross-platform co-op survival,reported cross-platform concurrent players,press_report,medium_high,https://www.theverge.com/games/930562/subnautica-2-early-access-launch-steam-pc-epic-games-store-xbox,Subnautica 2 peaked at 651k concurrent players across Steam Xbox and Epic at launch
2026,2026-05-24,Forza Horizon 6,FORZAHORIZON6,Steam,300000,#EC4899,Steam racing,reported Steam concurrent players,press_report,medium,https://www.pcgamer.com/games/racing/forza-horizon-6-speeds-into-steams-top-5-most-played-games-with-over-300k-concurrent-players/,PC Gamer reported over 300k concurrent players on Steam
